typeofaction,sourceid,destinationid,amountofmoney,year,month,day,dayofweek,isfraud
transfer,4689,75678,1158968,2019,5,14,1,0
transfer,66955,90279,3036683,2019,3,22,4,0
transfer,15558,59047,4699498,2019,4,3,2,0
transfer,6599,50700,220813,2019,3,15,4,0
transfer,64269,71803,4990689,2019,6,22,5,0
transfer,57768,36703,3196628,2019,5,20,0,0
transfer,33174,26740,3802359,2019,3,6,2,0
transfer,41032,44509,4634190,2019,6,23,6,0
transfer,97966,95152,1162767,2019,7,19,4,0
transfer,70242,418,2501184,2019,3,21,3,0
transfer,60285,4763,4387938,2019,3,13,2,0
transfer,4763,52672,4387938,2019,6,14,4,0
transfer,52672,78424,4387938,2019,4,5,4,0
transfer,78424,97246,4387938,2019,3,26,1,0
transfer,97246,26173,4387938,2019,5,12,6,0
transfer,26173,24411,4387938,2019,2,24,6,0
transfer,24411,939,4387938,2019,5,19,6,0
transfer,939,91556,4387938,2019,2,23,5,0
transfer,91556,1145,4387938,2019,6,28,4,0
transfer,1145,73250,4387938,2019,3,30,5,0
transfer,73250,55694,4387938,2019,5,12,6,0
transfer,55694,19022,4387938,2019,3,9,5,0
transfer,19022,93428,4387938,2019,3,15,4,0
transfer,93428,12712,4387938,2019,6,30,6,0
transfer,12712,42838,4387938,2019,6,10,0,0
transfer,41323,78247,1395815,2019,5,2,3,0
transfer,78247,24829,1395815,2019,6,6,3,0
transfer,24829,67002,1395815,2019,4,30,1,0
transfer,67002,33148,1395815,2019,3,6,2,0
transfer,33148,70809,1395815,2019,6,24,0,0
transfer,70809,29444,1395815,2019,3,31,6,0
transfer,29444,44823,1395815,2019,4,4,3,0
transfer,44823,18510,1395815,2019,3,28,3,0
transfer,18510,65118,1395815,2019,3,26,1,0
transfer,65118,85423,1395815,2019,5,3,4,0
transfer,24748,99772,3503270,2019,5,26,6,0
transfer,99772,98671,3503270,2019,5,1,2,0
transfer,98671,55419,3503270,2019,3,31,6,0
transfer,55419,86550,3503270,2019,6,15,5,0
transfer,86550,447,3503270,2019,6,4,1,0
transfer,447,29601,3503270,2019,6,14,4,0
transfer,29601,4622,3503270,2019,5,23,3,0
transfer,4622,7538,3503270,2019,7,15,0,0
transfer,7538,15428,3503270,2019,3,12,1,0
transfer,66175,17401,4369196,2019,4,28,6,0
transfer,17401,13760,4369196,2019,3,25,0,0
transfer,13760,32080,4369196,2019,3,29,4,0
transfer,32080,69237,4369196,2019,6,26,2,0
transfer,69237,44868,4369196,2019,6,13,3,0
transfer,44868,57816,4369196,2019,5,6,0,0
transfer,57816,70882,4369196,2019,6,26,2,0
transfer,70882,68179,4369196,2019,5,4,5,0
transfer,28238,32176,1180054,2019,5,31,4,0
transfer,32176,2608,1180054,2019,3,6,2,0
transfer,2608,26551,1180054,2019,3,16,5,0
transfer,26551,33564,1180054,2019,7,16,1,0
transfer,33564,6678,1180054,2019,7,15,0,0
transfer,6678,40154,1180054,2019,6,8,5,0
transfer,40154,54099,1180054,2019,5,15,2,0
transfer,30770,62556,13332,2019,5,9,3,0
transfer,39119,62556,13332,2019,7,10,2,0
transfer,54784,62556,13332,2019,7,10,2,0
transfer,40894,62556,13332,2019,4,19,4,0
transfer,18036,62556,13332,2019,3,28,3,0
transfer,18283,62556,13332,2019,6,28,4,0
transfer,89886,62556,13332,2019,6,15,5,0
transfer,21638,62556,13332,2019,5,23,3,0
transfer,72442,62556,13333,2019,3,14,3,0
transfer,42203,43793,106906,2019,5,27,0,0
transfer,64550,43793,106906,2019,7,8,0,0
transfer,3226,43793,106906,2019,2,28,3,0
transfer,72164,43793,106906,2019,5,8,2,0
transfer,55340,43793,106906,2019,7,8,0,0
transfer,43725,43793,106906,2019,4,28,6,0
transfer,46066,43793,106906,2019,2,22,4,0
transfer,77458,43793,106906,2019,2,24,6,0
transfer,92057,43793,106907,2019,5,13,0,0
transfer,30714,43793,106907,2019,6,28,4,0
transfer,94900,43793,106907,2019,4,7,6,0
transfer,10908,43793,106907,2019,6,10,0,0
transfer,87134,43793,106907,2019,4,30,1,0
transfer,57913,43793,106907,2019,4,25,3,0
transfer,91533,43793,106907,2019,3,1,4,0
transfer,89714,43793,106907,2019,3,9,5,0
transfer,37235,43793,106907,2019,7,2,1,0
transfer,75468,43793,106907,2019,4,3,2,0
transfer,29043,43793,106907,2019,5,18,5,0
transfer,53540,43793,106907,2019,6,27,3,0
transfer,34767,43793,106907,2019,3,24,6,0
transfer,14945,43793,106907,2019,3,29,4,0
transfer,9532,43793,106907,2019,4,13,5,0
transfer,27332,43793,106907,2019,5,10,4,0
transfer,32685,43793,106907,2019,7,8,0,0
transfer,26390,43793,106907,2019,3,25,0,0
