limit_bal,education,marriage,age,bill_amt,pay_amt,default
120000,primary,no,34,2484,621,0
160000,primary,yes,37,1580,1580,0
110000,secondary,yes,57,237361,10651,0
70000,post-grad,yes,50,98750,22562,0
150000,post-grad,no,28,604366,22157,0
610000,primary,no,31,606920,67490,0
110000,primary,no,25,537686,21172,0
80000,secondary,no,25,129733,11439,1
170000,secondary,yes,33,514117,21880,0
110000,primary,no,30,6861,5803,0
140000,primary,yes,51,339033,12174,0
70000,primary,no,51,251604,16500,0
260000,secondary,yes,46,110610,60816,0
170000,post-grad,no,38,158472,21000,0
50000,secondary,yes,34,84696,12721,0
300000,post-grad,yes,34,1400112,48373,1
150000,primary,no,31,11977,11587,1
50000,secondary,no,25,216955,4000,1
50000,secondary,yes,26,13700,7493,0
90000,primary,no,25,351580,85758,0
50000,secondary,no,26,178867,26359,1
500000,secondary,no,43,189761,10465,0
470000,secondary,yes,36,7057,6092,0
230000,secondary,no,58,550625,24555,0
140000,secondary,no,26,90289,45641,0
230000,secondary,yes,30,39593,26556,1
420000,secondary,no,31,138698,74695,0
30000,secondary,no,24,186115,10464,0
50000,secondary,no,52,171979,6220,1
140000,secondary,no,24,430,233,0
260000,secondary,yes,35,255927,191998,0
90000,post-grad,no,29,27807,6622,0
240000,secondary,yes,33,1427317,59000,0
510000,primary,no,35,18930,9068,0
110000,secondary,yes,35,277497,17460,0
210000,primary,no,28,52774,49186,0
220000,secondary,yes,40,770,2475,0
200000,primary,yes,35,10256,8406,0
360000,secondary,no,53,69920,67980,0
260000,primary,no,44,2046,2046,0
20000,secondary,yes,33,61784,4145,0
120000,secondary,yes,32,687697,28313,0
50000,primary,no,33,55489,43131,0
60000,primary,no,26,207172,42000,0
200000,primary,no,26,41007,32819,0
20000,secondary,no,26,3240,4622,0
50000,primary,yes,32,147260,20913,1
50000,secondary,no,31,69100,38669,0
230000,primary,no,29,248069,14000,0
50000,secondary,yes,27,9074,5773,0
100000,primary,no,28,499862,19902,1
210000,primary,yes,42,2490,2490,1
230000,secondary,yes,32,462392,17044,1
500000,primary,no,26,53571,22157,0
370000,primary,no,38,4611,3682,0
230000,primary,yes,35,65139,49842,0
80000,secondary,no,29,69734,5865,0
60000,secondary,no,29,122376,6033,0
30000,secondary,no,51,157343,5836,0
70000,primary,no,27,553,2515,0
410000,primary,no,32,9580,5400,0
280000,post-grad,yes,40,684,2412,0
50000,primary,yes,34,201300,10667,0
100000,secondary,yes,30,481638,21100,0
230000,primary,no,29,0,0,0
50000,primary,no,22,36516,10547,0
100000,primary,no,48,105906,8426,0
210000,secondary,yes,35,197814,10824,0
400000,primary,no,37,17428,21148,0
20000,secondary,no,25,112956,1541,1
50000,post-grad,yes,44,31530,13356,0
230000,primary,no,28,13332,6666,0
220000,secondary,no,29,37281,3050,0
300000,primary,yes,36,136795,71468,0
80000,secondary,no,23,21911,19477,0
20000,post-grad,no,36,115219,5809,1
190000,primary,no,26,200987,8770,0
160000,secondary,no,37,163860,40628,0
120000,primary,no,44,244932,8347,0
700000,primary,yes,39,375289,96834,0
140000,primary,no,24,1086,1086,0
300000,post-grad,yes,29,91304,16202,0
120000,post-grad,yes,33,414194,13800,1
280000,secondary,yes,39,1095440,40200,0
70000,post-grad,yes,51,302877,10269,1
20000,post-grad,no,24,22256,16690,0
150000,secondary,yes,45,18805,26875,0
60000,primary,no,30,94189,27582,0
200000,post-grad,no,51,2730,1950,0
50000,secondary,no,24,225110,10816,1
150000,secondary,yes,50,282675,46085,0
20000,primary,no,22,120110,4844,0
40000,primary,no,27,72038,11208,1
170000,secondary,no,33,10028,10028,0
50000,secondary,yes,24,165988,5600,0
10000,secondary,no,37,45503,5925,0
200000,secondary,yes,58,204857,387518,0
50000,secondary,yes,48,108384,57571,0
320000,primary,no,28,13787,9633,0
20000,post-grad,yes,24,137327,0,0
470000,secondary,yes,27,471633,116470,1
230000,post-grad,no,30,41487,17924,0
20000,primary,no,23,68980,7000,0
30000,post-grad,no,53,14936,20643,1
80000,secondary,no,23,146149,5706,0
110000,secondary,yes,55,102571,6900,0
420000,secondary,yes,34,543990,95575,0
500000,primary,yes,43,0,0,1
80000,secondary,no,22,321294,10201,0
350000,secondary,yes,31,351284,11044,0
30000,secondary,yes,32,14267,19252,0
110000,secondary,no,33,150,402,1
500000,post-grad,yes,39,2114112,140730,0
490000,primary,yes,38,37032,31429,0
300000,secondary,yes,34,208536,9100,0
50000,secondary,no,42,239885,11104,1
150000,post-grad,yes,37,889699,15621,1
80000,post-grad,yes,57,61852,15500,0
40000,secondary,no,23,177602,28000,0
30000,secondary,no,32,164418,6410,0
50000,primary,yes,37,30400,500,0
140000,secondary,no,23,265665,10977,0
50000,post-grad,no,49,39726,8000,0
30000,secondary,no,25,121157,32073,0
40000,primary,no,29,183772,11200,1
100000,post-grad,yes,43,314274,13200,1
130000,secondary,no,29,782593,34317,0
20000,secondary,no,27,105269,2882,0
50000,primary,no,26,0,0,0
260000,primary,yes,41,181262,102388,0
30000,post-grad,no,52,14700,0,1
10000,secondary,yes,31,63280,6496,0
200000,primary,no,32,279793,13383,0
30000,secondary,yes,46,168960,6824,0
180000,secondary,no,35,242483,6000,0
100000,primary,no,35,29109,47970,0
140000,secondary,yes,39,498495,24000,0
290000,secondary,no,34,1878485,70190,0
20000,secondary,no,52,98771,5057,0
80000,post-grad,yes,40,234027,12497,0
500000,post-grad,yes,38,38310,30046,0
180000,primary,yes,45,24771,22896,0
20000,post-grad,yes,40,4506,2340,0
30000,secondary,yes,25,181366,8071,0
150000,primary,no,33,342567,36001,0
280000,secondary,no,27,27824,21998,0
50000,secondary,yes,43,100387,15949,0
20000,secondary,yes,43,104906,6100,0
200000,primary,no,30,45039,28258,0
210000,secondary,yes,49,0,0,1
230000,primary,no,38,1028408,35120,0
50000,post-grad,no,57,231635,8181,0
50000,post-grad,no,55,194914,8652,1
70000,secondary,no,23,325839,19400,0
310000,primary,no,30,6152,44148,0
180000,secondary,yes,30,41482,40004,0
90000,secondary,no,24,111905,4020,0
390000,secondary,no,28,618242,33684,0
150000,post-grad,yes,34,2404,1485,0
400000,secondary,no,37,88041,19087,0
80000,secondary,yes,32,68006,3894,0
320000,primary,no,27,760934,24590,0
240000,secondary,yes,37,238,0,1
200000,primary,no,31,600,600,0
110000,primary,no,55,581693,19900,1
170000,primary,no,28,815421,33256,1
90000,post-grad,no,51,79368,4616,1
200000,primary,yes,36,23470,15727,0
360000,primary,no,30,2500,2500,0
140000,primary,yes,36,8614,2971,0
220000,secondary,no,25,581605,19900,0
100000,post-grad,yes,50,154970,0,0
80000,secondary,no,40,365993,12177,0
30000,secondary,no,27,167802,34421,0
50000,primary,no,30,16759,5300,1
120000,secondary,no,26,42762,3920,0
50000,primary,no,27,55331,8500,0
360000,primary,no,27,315124,257333,0
90000,primary,no,25,540060,23300,0
500000,primary,no,32,1849145,197189,0
140000,post-grad,yes,46,436060,20000,0
30000,post-grad,yes,45,108412,7900,0
70000,post-grad,yes,30,131136,6901,0
200000,primary,yes,39,3983,3983,0
350000,primary,yes,48,281695,10633,0
120000,primary,no,32,0,0,1
240000,primary,no,46,2440564,82131,0
90000,primary,no,23,191058,33000,0
260000,primary,no,33,4480,4480,0
50000,primary,no,24,182927,10400,0
110000,primary,yes,40,119525,32070,0
20000,primary,no,24,4475,14419,0
30000,secondary,no,24,137462,5618,0
180000,primary,no,27,80080,3500,1
20000,secondary,yes,46,45781,3838,0
50000,secondary,no,22,231484,7772,0
180000,primary,no,36,111295,107473,0
200000,primary,yes,34,12634,12179,0
260000,secondary,no,24,339021,21140,0
320000,primary,yes,60,114785,157107,1
160000,secondary,no,29,3739,2360,1
30000,secondary,no,32,65112,7500,1
50000,secondary,yes,36,84730,3946,0
50000,secondary,no,30,29764,3000,0
90000,secondary,no,29,321687,22800,0
240000,primary,no,34,78776,77688,0
180000,secondary,yes,32,107602,12000,1
200000,secondary,yes,32,57507,62547,0
50000,primary,no,25,162535,7928,0
50000,secondary,yes,44,7566,7566,0
330000,primary,yes,37,20965,10418,0
80000,secondary,no,24,5700,0,1
50000,secondary,no,23,16727,13286,0
360000,primary,no,29,30190,7162,0
240000,secondary,yes,37,1193632,46654,0
50000,secondary,yes,59,203388,7327,0
470000,secondary,no,33,898878,266411,0
160000,post-grad,yes,51,10375,30625,0
30000,primary,yes,27,39654,6471,1
80000,secondary,yes,32,468892,18841,0
500000,post-grad,no,42,437397,183032,0
180000,secondary,no,39,18969,13294,0
110000,secondary,yes,46,223972,122122,0
160000,primary,yes,41,199386,36315,0
210000,secondary,no,30,290165,110144,0
200000,primary,yes,34,21505,3294,1
350000,primary,no,35,81962,82330,0
250000,primary,no,41,40897,36852,1
380000,primary,no,43,16075,39,1
30000,secondary,no,47,3148,2356,0
200000,secondary,no,31,183929,16000,0
30000,secondary,no,30,163840,7100,0
50000,secondary,no,24,54738,27057,0
500000,primary,yes,36,1708832,95096,0
30000,primary,no,28,2126,2126,0
220000,primary,yes,36,12580,9623,0
20000,secondary,yes,27,238480,25033,0
180000,secondary,yes,32,172637,61732,0
300000,primary,yes,42,166563,77172,1
130000,secondary,yes,33,703552,29418,0
180000,post-grad,yes,39,77440,8710,1
150000,primary,no,30,10110,14519,0
140000,secondary,yes,30,581205,19242,1
50000,secondary,no,22,193801,13600,0
20000,secondary,no,25,30746,4028,1
180000,primary,no,28,58336,65127,0
180000,secondary,no,26,42798,6182,1
150000,post-grad,yes,54,890084,33215,0
70000,primary,no,24,376683,13937,0
30000,secondary,no,29,195821,0,0
500000,primary,no,36,221094,194297,1
60000,post-grad,yes,49,249106,18506,0
50000,primary,no,23,207233,13575,0
130000,post-grad,no,43,14525,23123,1
260000,secondary,yes,33,574724,62690,0
380000,post-grad,yes,53,0,0,0
360000,secondary,no,25,1733208,158277,0
50000,post-grad,yes,54,343176,12555,0
50000,post-grad,yes,39,209841,93507,0
260000,primary,yes,44,3694,2727,1
80000,secondary,no,27,363024,13800,0
360000,primary,no,25,530882,11554,1
290000,primary,no,29,0,0,1
200000,primary,no,39,60200,61000,0
140000,primary,yes,45,258636,11264,0
360000,primary,yes,38,0,0,1
50000,secondary,no,23,2840,19970,1
120000,secondary,no,25,594261,17894,0
100000,secondary,yes,29,452524,115506,0
200000,secondary,yes,28,381310,104095,0
90000,secondary,yes,40,8054,8116,0
360000,primary,no,36,0,0,1
150000,post-grad,no,30,16067,15696,1
140000,primary,no,29,14413,10636,0
200000,secondary,no,36,6419,5057,0
170000,secondary,yes,37,877061,33400,0
30000,secondary,no,34,165671,9412,0
80000,primary,no,27,80000,0,0
280000,primary,no,31,885931,41838,0
410000,primary,yes,31,785,9225,0
450000,primary,no,38,137274,91535,0
80000,secondary,no,36,281221,10500,0
360000,primary,yes,46,220894,23217,0
130000,primary,yes,36,618274,25900,0
160000,primary,no,26,37523,33325,1
140000,post-grad,no,57,673599,26114,1
240000,post-grad,yes,40,7592,7757,0
180000,post-grad,no,45,4148,0,0
70000,primary,no,57,406241,13612,0
150000,secondary,no,25,576279,59880,0
210000,post-grad,yes,37,514301,17300,0
200000,primary,yes,35,83337,12327,0
310000,secondary,no,33,20555,17989,0
180000,primary,yes,38,856097,31879,0
300000,secondary,no,31,136292,7151,0
450000,primary,no,41,226791,218412,0
200000,primary,no,33,103788,103656,0
30000,secondary,yes,67,173627,7184,1
400000,primary,yes,40,142272,133193,0
170000,primary,no,33,6963,8304,0
140000,primary,no,31,2432,1780,1
200000,secondary,no,35,407754,17575,0
60000,secondary,no,39,-7010,4000,0
60000,secondary,no,27,282775,12800,1
150000,primary,no,23,407556,94564,0
180000,post-grad,yes,54,705668,21748,1
50000,post-grad,no,23,152088,10800,0
50000,post-grad,no,24,66429,30078,0
20000,secondary,no,26,-2570,1400,0
230000,secondary,no,52,11870,10874,1
110000,secondary,yes,42,305968,11223,0
90000,primary,no,36,441849,17750,0
20000,primary,no,22,117325,10239,1
30000,primary,no,23,126261,14500,0
220000,post-grad,yes,30,1045188,35168,1
140000,post-grad,no,24,274194,11279,1
300000,primary,yes,42,9075,8469,0
100000,secondary,yes,49,151960,5663,0
110000,secondary,no,31,1424,200,0
270000,post-grad,no,33,380595,257784,0
30000,primary,yes,42,75166,31573,0
70000,post-grad,no,41,361180,15200,0
230000,secondary,yes,53,1820,470,0
20000,secondary,no,23,113143,15135,0
190000,primary,no,33,482397,12438,0
20000,secondary,yes,29,90000,9000,0
80000,post-grad,yes,67,102975,35736,0
20000,post-grad,yes,33,66408,11368,1
60000,post-grad,yes,34,72435,6690,1
50000,secondary,yes,49,43458,14325,0
280000,secondary,yes,56,1491923,58615,1
300000,primary,yes,42,379774,142842,0
30000,post-grad,yes,55,181086,8317,1
270000,secondary,yes,25,940907,267494,0
100000,post-grad,no,30,345276,23833,0
240000,secondary,no,43,1746,1746,1
200000,primary,no,40,39359,38099,0
110000,primary,no,35,216531,11700,0
230000,primary,yes,61,22554,28065,0
150000,secondary,yes,44,36808,107948,1
350000,primary,no,33,198413,78150,0
360000,other,yes,66,328520,454250,0
150000,secondary,no,40,19955,22466,0
100000,post-grad,no,47,369967,84235,0
500000,primary,no,27,1167074,35130,0
500000,primary,no,35,345428,171529,0
180000,post-grad,yes,47,1896,1896,0
400000,post-grad,yes,39,10472,9840,0
100000,secondary,no,29,227450,14908,0
10000,secondary,yes,32,55377,3004,0
60000,primary,no,30,217317,7900,0
50000,primary,no,25,294164,11400,1
80000,secondary,no,23,300820,11431,0
110000,secondary,yes,43,645621,25565,0
410000,secondary,yes,41,2194128,90680,1
260000,secondary,yes,40,342,342,0
30000,post-grad,yes,35,158314,8950,0
310000,primary,no,28,159065,22566,0
70000,secondary,no,38,147687,6542,0
250000,primary,no,31,1087211,36605,0
210000,post-grad,yes,29,1176607,40200,0
360000,secondary,yes,41,0,0,1
50000,secondary,no,31,200230,8654,0
670000,primary,no,29,1415772,51690,0
130000,primary,no,26,101198,39929,0
170000,primary,yes,42,2485,10282,0
30000,post-grad,no,29,1170,780,0
110000,primary,yes,50,243966,13000,0
210000,post-grad,no,46,51334,23873,1
30000,secondary,no,24,160587,8662,1
260000,secondary,yes,46,119652,20934,0
150000,post-grad,no,28,13814,17875,0
20000,secondary,yes,35,117051,4774,1
380000,primary,yes,40,133486,73637,0
200000,primary,yes,41,8927,1115,0
120000,secondary,yes,47,9734,8871,0
80000,secondary,yes,54,326734,11900,1
30000,secondary,no,33,92840,4100,0
110000,secondary,no,29,513978,17600,0
50000,post-grad,yes,44,9674,8083,0
90000,secondary,yes,24,457667,25043,0
110000,primary,no,33,213634,106517,0
50000,post-grad,yes,54,249125,11242,0
60000,primary,no,27,39517,18281,0
150000,secondary,no,37,359680,11997,1
20000,primary,no,24,51134,1520,0
140000,post-grad,yes,54,-900,0,1
120000,secondary,yes,34,21583,22149,0
200000,secondary,no,40,990137,39300,1
20000,secondary,no,30,103202,2500,1
50000,secondary,no,26,296146,45771,0
200000,secondary,yes,41,78570,9289,0
100000,secondary,no,29,528090,28600,0
300000,primary,yes,38,2285,0,0
500000,primary,no,35,107799,150040,0
360000,secondary,yes,52,19158,16773,0
160000,primary,no,29,0,0,0
50000,secondary,no,23,299237,11793,1
230000,secondary,yes,34,1085160,33938,1
200000,secondary,no,34,14308,14308,0
270000,primary,yes,44,1633110,61461,0
50000,secondary,yes,36,255364,11204,0
20000,secondary,no,28,102952,6200,0
60000,secondary,no,31,270783,11273,0
50000,secondary,no,31,54660,35362,0
50000,secondary,yes,41,116891,6619,0
130000,post-grad,yes,44,612708,26400,0
230000,post-grad,no,47,657919,32000,0
20000,secondary,no,25,14087,4434,0
30000,primary,no,25,120939,5523,0
200000,primary,yes,39,37641,23427,0
140000,secondary,yes,24,10288,12214,0
100000,secondary,yes,35,584615,24612,1
240000,secondary,yes,32,811461,29900,1
70000,primary,no,31,14400,0,1
360000,primary,no,33,251937,49927,0
140000,primary,no,30,848817,25273,0
50000,secondary,yes,52,10211,2005,0
210000,secondary,yes,36,5466,3820,0
280000,primary,no,30,965559,30866,0
180000,secondary,no,42,316826,13000,1
150000,primary,no,30,25849,13225,0
20000,post-grad,yes,47,102971,10737,0
350000,secondary,yes,29,41463,37730,0
130000,primary,no,23,57553,50024,0
470000,post-grad,yes,39,0,789,0
340000,secondary,yes,48,16307,7555,0
80000,secondary,no,26,466217,15500,0
70000,primary,no,33,188004,4500,0
230000,secondary,yes,44,18217,14976,0
180000,secondary,yes,36,121012,44113,0
210000,secondary,yes,39,134801,58199,0
20000,secondary,no,24,2340,1560,0
140000,secondary,no,25,572974,108103,0
200000,primary,no,52,640693,25018,0
50000,post-grad,yes,59,156649,10562,0
80000,primary,no,23,22337,12259,0
30000,post-grad,no,48,37493,12000,0
140000,primary,no,28,81563,10800,1
80000,post-grad,yes,62,14595,33622,0
220000,post-grad,yes,38,113946,112978,0
180000,primary,no,32,3996,3996,0
140000,secondary,yes,29,282768,85983,1
180000,secondary,no,25,73070,4946,1
50000,secondary,no,35,99387,6400,0
170000,secondary,no,27,466518,17250,0
50000,secondary,no,38,179642,4557,0
50000,secondary,no,24,142726,6500,0
300000,secondary,yes,29,874,0,0
390000,primary,no,27,1971179,72656,0
90000,secondary,yes,55,333870,17003,1
200000,primary,no,29,1164799,57500,0
460000,primary,no,29,2097835,73494,0
10000,secondary,no,23,15606,2135,0
20000,secondary,yes,30,10070,6566,1
50000,secondary,yes,50,4899,9529,0
480000,secondary,yes,38,316910,35487,0
180000,primary,no,24,1028440,41100,0
240000,primary,no,29,17581,6605,0
250000,primary,no,38,21212,28447,0
270000,secondary,no,34,19883,19616,1
200000,primary,yes,37,216253,184845,0
100000,post-grad,yes,66,592295,24339,0
160000,primary,yes,39,4555,4986,0
80000,secondary,yes,45,315866,13247,0
130000,secondary,yes,44,98964,3152,0
340000,post-grad,no,44,882267,35292,1
360000,primary,yes,36,11536,11647,0
120000,post-grad,yes,40,405592,111704,0
120000,primary,no,29,184871,8554,0
300000,primary,no,48,1308017,45519,0
60000,secondary,no,23,29461,27945,0
210000,secondary,yes,50,628839,21646,0
210000,secondary,yes,29,518778,14295,1
70000,post-grad,yes,49,138367,8540,1
200000,secondary,yes,33,90468,32152,0
230000,secondary,yes,51,340647,15554,1
20000,post-grad,yes,23,102621,22933,1
210000,primary,yes,37,1135778,86155,0
160000,post-grad,no,26,2340,2340,0
290000,primary,yes,30,8559,42547,1
80000,post-grad,yes,26,282718,10454,0
